@relation 'all-weka.filters.unsupervised.attribute.Reorder-R1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,4-weka.filters.unsupervised.attribute.Reorder-R1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,15'

@attribute alejado numeric
@attribute battery_l numeric
@attribute battery_t numeric
@attribute bw numeric
@attribute devid {63958117e9438e16,2440f9791015c9aa,c8afba09e53d8531,90a72847e24050d1,22dee25d96b05f3e,68af49bcc059f325,8e16d706819d2e0c,7bf44203a040cdc1,acf1f4860469c6fd,94693d24cc813c3f,21499054c7994fc4,7b3d12955096c795,e2f3a59016564a22,da864a689e433b5e,751666ecdd98bfd3,c4a9b97bec0deec7,ffdd93d674719bbc,11d70c1436d1ce27,4261a8320ddd09d0,2e9b9b3b97476bf5,1d966fc8f0e98430,9f174fc0bd3480a6,d88a327ce250630,9c19bb5d04be923e,790c227141314780,bbe3002f6e378eed,e64bbee157aededc,4192432e1cf42d52,6e85b338913ae764,d554e3b29fe24a3b,c35c6393398f7068,4c3dfa2cea50e9bb,332d672c51091609,61d848e7503b5852,867fe59be043d779,a1f8f29e35209a42,4504da30b01769b7,7e4cfd066dafa944,9de8b4b98c575ea5,5a92d851bc704d,a6fb86ca165ca918,65e49509039eb913,247e4508ec4521f9,6c3fa7f635a073f5,7caeb732fb3ad6af,344404a75543aaf0,0264ea70c8976793,3c66f51dbc94d163,dcceb1b848daf324,6f2a6c95c065c7a3,f25d48f8931ef23f,c43e0a23ab297d87,bd016d8f3093b6a4,867287031950897,a32d3af596578938,81410329db99223d,2f41118c2aee66ae,a208a7c4a26d8df7,d71847dfd6b46fcd}
@attribute df_delay numeric
@attribute df_saltos numeric
@attribute ds numeric
@attribute dv_delay numeric
@attribute dv_saltos numeric
@attribute indice_en_prueba numeric
@attribute indice_intervalo numeric
@attribute mood numeric
@attribute ns numeric
@attribute prueba_nro numeric
@attribute ram numeric
@attribute sdk numeric
@attribute st numeric
@attribute t_cpu numeric
@attribute app_foreground {com.whatsapp,com.android.chrome,org.pol.jmgo.qoesurveyor,com.android.vending,com.twitter.android,com.netflix.mediaclient,android,com.sec.android.app.launcher,com.android.settings,com.google.android.youtube,com.android.launcher,com.itau.latam.py.tarjetas,com.internet.speed.meter.lite,com.facebook.lite,com.facebook.katana,com.android.vpndialogs,com.samsung.android.email.provider,com.zerodesktop.appdetox.qualitytime,com.juvomobileinc.tigoshop.py,com.android.systemui,org.telegram.plus,com.sec.android.app.sbrowser,com.spotify.music,com.facebook.moments,com.ACP.ClinicalGuidelines,py.com.abc.abctv,uk.co.bbc.mundo,org.khanacademy.android,com.adobe.psmobile,com.samsung.android.incallui,com.scdgroup.app.englishspeakvocal,com.google.android.googlequicksearchbox,com.google.android.apps.maps,jp.konami.duellinks,com.lge.launcher2,com.huawei.android.launcher,com.google.android.apps.docs,com.samsung.android.spay,com.adobe.reader,com.garmin.android.apps.connectmobile,com.android.incallui,com.sonyericsson.home,com.waze,com.musixmatch.android.lyrify,net.oneplus.launcher,com.google.android.gms,com.android.phone,com.jaraxa.todocoleccion,com.supercell.clashofclans,com.sonelli.juicessh,com.instagram.android,py.com.itau.tokpag,org.mozilla.firefox,com.android.launcher3,com.amazon.avod.thirdpartyclient}
@attribute mos {1,2,3,4,5}

@data
211206,60.333333,34.2,19126213.592233,d88a327ce250630,95.5,2,7,54.5,9,4,55,4.727273,4,8,1254.666667,24,2,34.1,com.twitter.android,5
257402,60,34.333333,45679.147908,d88a327ce250630,1677.666667,2,7,53,9,5,56,4.727273,3.7,8,1227,24,2.666667,34.233333,com.twitter.android,5
303385,60,34.6,3412673.879444,d88a327ce250630,68.666667,2,7,36.666667,9,6,57,4.727273,4,8,1193.5,24,2,34.5,com.twitter.android,5
351651,59,34.8,1526011.560694,d88a327ce250630,174.666667,2,7,34,9,7,58,4.727273,4,8,1112.666667,24,2,34.7,com.twitter.android,4
395660,58.75,35.025,277731.589953,d88a327ce250630,130.5,2,7,36,9,8,59,4.727273,4,8,1028,24,2,34.975,com.twitter.android,5
440468,58,35.5,3413.478975,d88a327ce250630,98.333333,2,7,97.333333,9,9,60,4.727273,4,8,1014.666667,24,2,35.4,com.sec.android.app.launcher,5
486387,58,35.675,2800000,d88a327ce250630,84.25,2,7,86.5,9,10,61,4.727273,4,8,1041.25,24,2,35.575,com.android.chrome,5
530964,58,35.7,8944.099379,d88a327ce250630,67.25,2,7,47.25,9,11,62,4.727273,4,8,1047,24,2,35.6,com.scdgroup.app.englishspeakvocal,5
576302,57,35.7,17144.74118,d88a327ce250630,78,2,7,45.666667,9,12,63,4.727273,4,8,1058,24,2,35.6,com.google.android.googlequicksearchbox,5
255355,?,?,0,d88a327ce250630,?,?,7,?,?,1,64,?,?,11,?,24,?,?,?,5
68769,34.75,30,40235.747478,d88a327ce250630,148.666667,2,7,60.333333,9,1,65,5,3.4,6,1206,24,4,29.9,com.sec.android.app.launcher,5
60000,?,?,0,d88a327ce250630,?,?,7,?,?,1,66,?,?,3,?,24,?,?,?,5
62114,32,29.566667,54263.18432,9c19bb5d04be923e,214,2,6,59.5,9,1,0,4,3.4,4,387,24,4,43.333333,org.pol.jmgo.qoesurveyor,5
164743,32.5,30.075,89626016.260163,9c19bb5d04be923e,1582,2,6,249,9,2,1,4,3.4,4,390.75,24,4,42,com.google.android.youtube,3
220428,33,30.4,13362424.242424,9c19bb5d04be923e,1382,2,6,182,9,3,2,4,3.414286,4,398,24,4,42.25,com.google.android.youtube,3
254584,33,30.625,1929.176265,9c19bb5d04be923e,110,2,6,90.666667,9,4,3,4,3.414286,4,399.5,24,4,41.75,com.google.android.youtube,3
275326,33,30.725,13483.943173,9c19bb5d04be923e,312,2,6,70.666667,9,5,4,4,3.4,4,399.75,24,4,42,com.google.android.youtube,1
63303,24,30.266667,1925925.925926,9c19bb5d04be923e,412.5,2,6,243,9,1,5,?,3.5,3,542.333333,24,4,38.666667,com.whatsapp,5
145956,?,?,0,9c19bb5d04be923e,?,?,6,?,?,1,6,?,?,2,?,24,?,?,?,5
68944,100,28.033333,5789915.966387,9c19bb5d04be923e,116.666667,2,6,64.333333,8,1,7,4,3.4,6,430,24,4,46.666667,com.google.android.apps.maps,5
188522,99,27.866667,15807860.262009,9c19bb5d04be923e,1967,2,6,89,8,2,8,4,3.4,6,389.333333,24,4,41.333333,com.google.android.apps.maps,5
245552,99,27.725,366120.218579,9c19bb5d04be923e,907,2,6,89.666667,8,3,9,4,3.4,6,393,24,4,43,com.google.android.apps.maps,5
298615,99,27.633333,1092528.451262,9c19bb5d04be923e,98.666667,2,6,80,8,4,10,4,3.42,6,317.666667,24,4,47.666667,com.google.android.apps.maps,5
354276,98,27.6,1814207.650273,9c19bb5d04be923e,193.25,2,6,64.5,8,5,11,4,3.42,6,315,24,4,49,jp.konami.duellinks,4
409211,98,27.6,3339.636196,9c19bb5d04be923e,1256.75,2,6,57.25,8,6,12,4,3.45,6,304,24,4,48.666667,jp.konami.duellinks,5
465398,98,27.666667,1770212.765957,9c19bb5d04be923e,943.666667,2,6,51.333333,8,7,13,4,3.42,6,386,24,4,51.333333,jp.konami.duellinks,5
519968,98,27.7,23509.171461,9c19bb5d04be923e,879.666667,2,6,177.333333,8,8,14,4,3.45,6,376.666667,24,4,48.333333,jp.konami.duellinks,5
575565,98,27.7,869100.62333,9c19bb5d04be923e,1195.666667,2,6,816,8,9,15,4,3.5,6,387,24,4,49,jp.konami.duellinks,5
59493,89,28.366667,1114982.578397,9c19bb5d04be923e,483.333333,2,6,153.333333,8,1,16,?,3.485714,1,378,24,4,41.333333,com.google.android.youtube,4
112827,89,28.166667,21323017.408124,9c19bb5d04be923e,262.666667,2,6,56.666667,8,2,17,?,3.4,1,332.333333,24,4,42.666667,com.google.android.youtube,3
168904,89,28.1,32461.528495,9c19bb5d04be923e,1744,2,6,101.666667,8,3,18,?,3.4,1,327.333333,24,3.333333,41,com.google.android.youtube,5
222725,88,28.1,902127.659574,9c19bb5d04be923e,1975,2,6,225,8,4,19,?,3.4,1,330.333333,24,4,44.666667,com.google.android.youtube,3
278349,88,28.1,1260606.060606,9c19bb5d04be923e,486,2,6,70,8,5,20,?,3.42,1,315,24,3.666667,41.666667,com.android.chrome,4
333866,88,28.2,603922.427961,9c19bb5d04be923e,?,?,6,?,?,6,21,?,3.5,1,311.25,24,3,40.75,com.android.chrome,4
388031,88,28.325,3924528.301887,9c19bb5d04be923e,?,?,6,?,?,7,22,?,3.5,1,311.5,24,3,39.5,com.android.chrome,4
443282,88,28.4,341363.720815,9c19bb5d04be923e,3442,2,6,2639,10.333333,8,23,?,3.5,1,322.5,24,3.5,40.75,com.android.chrome,4
499257,87.333333,28.4,400817.99591,9c19bb5d04be923e,442,2,6,154.333333,8,9,24,?,3.42,1,321.666667,24,4,40,com.android.chrome,4
563404,87,28.55,1254901.960784,9c19bb5d04be923e,58.75,2,6,48.25,8,10,25,?,4,1,321.25,24,2,42,com.android.chrome,3
620152,87,28.75,3151515.151515,9c19bb5d04be923e,443.5,2.25,6,75.5,8,11,26,?,3.66,1,378,24,3,43,com.android.chrome,5
57347,84,27.033333,0,9c19bb5d04be923e,?,?,6,?,?,1,27,3,2.5,7,427,24,4,34.333333,com.android.chrome,1
116242,84,26.9,0,9c19bb5d04be923e,?,?,6,?,?,2,28,3,2.5,7,421.666667,24,4,34.333333,com.android.chrome,1
169530,84,26.75,0,9c19bb5d04be923e,?,?,6,?,?,3,29,3,2.5,7,411.5,24,4,36.5,com.android.chrome,1
222874,84,26.666667,0,9c19bb5d04be923e,?,?,6,?,?,4,30,3,2.5,7,400.333333,24,4,33,com.android.chrome,1
278076,84,26.6,0,9c19bb5d04be923e,?,?,6,?,?,5,31,3,2.5,7,397,24,4,33,org.pol.jmgo.qoesurveyor,2
337159,84,26.433333,0,9c19bb5d04be923e,?,?,6,?,?,6,32,3,2.5,7,397,24,4,31.333333,com.android.chrome,1
392156,84,26.25,0,9c19bb5d04be923e,?,?,6,?,?,7,33,3,2.5,7,417.75,24,4,31,com.android.chrome,1
448324,84,26,0,9c19bb5d04be923e,?,?,6,?,?,8,34,3,2.5,7,422.333333,24,4,31.333333,com.android.chrome,1
503813,84,25.925,0,9c19bb5d04be923e,?,?,6,?,?,9,35,3,2.5,7,416.5,24,4,30.25,com.android.chrome,1
558808,83,25.766667,2826420.890937,9c19bb5d04be923e,?,?,6,?,?,10,36,3,2.95,7,409.666667,24,4,34.666667,com.android.chrome,2
614735,83,25.8,66136.72496,9c19bb5d04be923e,2038.333333,2,6,119.333333,8,11,37,3,3.45,7,415,24,4,34.666667,com.android.chrome,2
264026,?,?,422.258987,790c227141314780,?,?,7,?,?,1,0,?,4,2,272,22,4,33,?,4
269774,?,?,1177.90227,790c227141314780,79,2,7,65,8,2,1,?,4,2,272,22,4,33,?,4
378622,?,?,252066.115702,790c227141314780,183.666667,2,7,242.666667,8,3,2,?,4,2,199,22,4,33,?,4
430835,?,?,2459286.367795,790c227141314780,183.666667,2,7,48.333333,8,4,3,?,4,2,180.333333,22,4,31.666667,?,4
482480,?,?,5769.768571,790c227141314780,104,2,7,57.333333,8,5,4,?,4,2,160.333333,22,4,31,?,4
58890,?,?,68847.245175,790c227141314780,222.5,2.25,7,52.25,8,1,5,?,4,4,173,22,4,31,?,4
113654,?,?,1115264.168098,790c227141314780,236,2,7,68.5,8,2,6,?,?,4,211,22,?,31,?,4
169413,?,?,281245.223417,790c227141314780,100.75,2,7,54.5,8,3,7,?,4,4,308,22,4,31,?,4
230167,?,?,466.931303,790c227141314780,82.333333,2,7,47,8,4,8,?,4,4,231.333333,22,4,31,?,4
280924,?,?,1576354.679803,790c227141314780,285.333333,2,7,64,8,5,9,?,4,4,236.333333,22,4,32.333333,?,4
394839,?,?,2144329.896907,790c227141314780,95.75,2,7,47.75,8,6,10,?,4,4,217.75,22,4,35,?,4
447669,?,?,1475177.304965,790c227141314780,127.666667,2,7,46,8,7,11,?,4,4,212,22,4,35,?,4
503689,?,?,7741.301458,790c227141314780,76.5,2,7,51,8,8,12,?,4,4,229,22,4,35,?,4
651826,?,?,16712.846902,790c227141314780,149.666667,2,7,46.666667,8,9,13,?,4,4,258,22,?,35,?,4
60000,?,?,0,790c227141314780,?,?,7,?,?,1,14,?,?,3,?,22,?,?,?,4
69418,?,?,0,790c227141314780,?,?,7,?,?,2,15,?,?,3,?,22,?,?,?,4
160177,?,?,0,790c227141314780,?,?,7,?,?,3,16,?,?,3,?,22,?,?,?,3
232293,?,?,0,790c227141314780,?,?,7,?,?,4,17,?,?,3,?,22,?,?,?,5
244694,?,?,0,790c227141314780,?,?,7,?,?,5,18,?,?,3,?,22,?,?,?,4
249563,?,?,0,790c227141314780,?,?,7,?,?,6,19,?,?,3,?,22,?,?,?,4
258822,?,?,0,790c227141314780,?,?,7,?,?,7,20,?,?,3,?,22,?,?,?,5
274156,?,?,0,790c227141314780,?,?,7,?,?,8,21,?,?,3,?,22,?,?,?,5
51722,?,?,0,790c227141314780,?,?,7,?,?,1,22,?,?,1,?,22,?,?,?,5
60000,?,?,0,790c227141314780,?,?,7,?,?,2,23,?,?,1,?,22,?,?,?,5
103493,98,27,1355632.070831,bbe3002f6e378eed,506.666667,1,6,209.666667,17,1,0,3,3,1,235,23,?,27.2915,com.lge.launcher2,2
151388,97.333333,28,1355632.070831,bbe3002f6e378eed,116.666667,1,6,79.333333,17,2,1,3,3.32,1,229.666667,23,?,27.490333,com.lge.launcher2,2
207700,97,28,19964.156494,bbe3002f6e378eed,621,1,6,78.666667,17,3,2,3,3.32,1,225.333333,23,?,27.663667,com.google.android.googlequicksearchbox,4
263646,96.333333,28.333333,5369702.873843,bbe3002f6e378eed,169.666667,1,6,82.666667,17,4,3,3,3.32,1,218,23,?,27.774333,com.google.android.googlequicksearchbox,4
318714,96,28.5,27301.455219,bbe3002f6e378eed,92,1,6,88.333333,17,5,4,3,3.4,1,201.5,23,?,27.965,com.google.android.youtube,4
371257,95.75,29,0,bbe3002f6e378eed,88.666667,1,6,83.333333,17,6,5,3,3.4,1,216.25,23,?,28.203,com.google.android.youtube,4
436019,95,29,0,bbe3002f6e378eed,369.666667,1,6,78.666667,17,7,6,3,3.2,1,206,23,?,28.499667,org.pol.jmgo.qoesurveyor,4
485873,94,29,0,bbe3002f6e378eed,333,1,6,171.25,17,8,7,3,3,1,200,23,?,28.687333,com.google.android.youtube,4
541837,93.666667,29,0,bbe3002f6e378eed,86,1,6,87,17,9,8,3,?,1,207.666667,23,?,28.854,com.google.android.youtube,4
566996,93.333333,29,0,bbe3002f6e378eed,79,1,6,85.5,17,10,9,3,?,1,219,23,?,28.875,com.google.android.youtube,4
574024,93.25,29,0,bbe3002f6e378eed,79,1,6,85.5,17,11,10,3,?,1,222.5,23,?,28.8905,com.google.android.youtube,4
598347,93,29,0,bbe3002f6e378eed,808.666667,1,6,306,17,12,11,3,?,1,232,23,?,28.937333,com.google.android.youtube,4
60409,?,?,1323589.118961,e64bbee157aededc,36.333333,2,8,21,9,1,0,?,4,1,1149.333333,26,4,33.007333,com.huawei.android.launcher,3
114417,?,?,0,e64bbee157aededc,31.25,2,8,16.75,9,2,1,?,4,1,1133.666667,26,4,34.607667,com.huawei.android.launcher,4
170081,?,?,0,e64bbee157aededc,47.333333,2,8,12.666667,9,3,2,?,4,1,1158,26,4,34.512667,com.google.android.youtube,4
233365,?,?,0,e64bbee157aededc,29.333333,2,8,15.333333,9,4,3,?,4,1,1216,26,4,34.506333,com.google.android.youtube,4
279758,?,?,0,e64bbee157aededc,48.666667,2,8,14.666667,9,5,4,?,4,1,1211.75,26,4,30.8975,com.google.android.youtube,4
336095,?,?,0,e64bbee157aededc,39,2,8,14.5,9,6,5,?,4,1,1207.333333,26,4,29.958,com.google.android.youtube,4
390969,?,?,0,e64bbee157aededc,43.666667,2,8,14.666667,9,7,6,?,4,1,1153.333333,26,4,29.648667,com.google.android.youtube,4
450419,?,?,0,e64bbee157aededc,54.75,2,8,17,9,8,7,?,4,1,1167.333333,26,4,30.019,com.google.android.apps.docs,4
472591,?,?,0,e64bbee157aededc,61,2,8,14.666667,9,9,8,?,4,1,1149,26,4,30.954333,com.whatsapp,4
529968,?,?,0,e64bbee157aededc,48.333333,2,8,13,9,10,9,?,4,1,1174.333333,26,4,32.202667,com.whatsapp,3
585134,?,?,0,e64bbee157aededc,43.75,2,8,16.25,9,11,10,?,4,1,1149.5,26,4,30.99675,com.google.android.apps.docs,4
649404,?,?,0,e64bbee157aededc,51,2,8,19,9,12,11,?,?,1,1104,26,?,38.703,com.netflix.mediaclient,4
57626,?,?,6132.985159,4192432e1cf42d52,?,?,7,?,?,1,0,?,3.488889,1,?,21,?,?,?,5
64955,42,24.6,49559.877359,6e85b338913ae764,83.666667,2,7,91.666667,8,1,0,?,4,3,563.666667,24,3,33,com.samsung.android.spay,5
113722,42,24.933333,1395.398307,6e85b338913ae764,81,2,7,109.333333,8,2,1,?,4,3,564,24,3,31.333333,com.samsung.android.spay,5
169284,42,25.133333,451682.953312,6e85b338913ae764,109.5,2,7,50.25,8,3,2,?,4,3,562.666667,24,3,26.333333,com.whatsapp,5
88724,42,26.1,2506024.096386,6e85b338913ae764,131.333333,2,7,151.333333,8,1,3,4.833333,4,2,970,24,3,32.5,com.whatsapp,5
203971,41,26.5,8103.492043,6e85b338913ae764,74.666667,2,7,49,8,2,4,4.857143,4,2,962.666667,24,3,31.333333,com.whatsapp,5
290742,41,26.65,1171.234481,6e85b338913ae764,81,2,7,45.666667,8,3,5,4.875,4,2,951.5,24,3,31.25,com.sec.android.app.launcher,5
345682,41,26.7,600288.600289,6e85b338913ae764,70.5,2,7,55,8,4,6,4.875,4,2,939.25,24,3,31.25,com.sec.android.app.launcher,5
401892,41,26.7,4629.459828,6e85b338913ae764,70.5,2,7,53.25,8,5,7,4.875,4,2,875,24,3,35,com.whatsapp,5
460680,41,26.8,9320.040327,6e85b338913ae764,85.666667,2,7,45.333333,8,6,8,4.875,4,2,882.666667,24,3,30.333333,com.whatsapp,5
512495,41,26.8,55707.535439,6e85b338913ae764,64.333333,2,7,47,8,7,9,4.875,4,2,870.666667,24,3,36.666667,com.whatsapp,5
572474,41,26.933333,1195.975409,6e85b338913ae764,76.5,2,7,60.5,8,8,10,4.833333,4,2,856,24,3,33,com.whatsapp,5
80142,92,20.533333,4928909.952607,6e85b338913ae764,87,2,7,54.5,8,1,11,5,4,1,905.666667,24,2.666667,26.333333,android,5
135550,92,20.4,95386.425778,6e85b338913ae764,76.5,2,7,57.25,8,2,12,5,4,1,886,24,3,27.666667,org.pol.jmgo.qoesurveyor,5
246185,92,20.55,1152354.570637,6e85b338913ae764,78,2,7,46,8,3,13,5,4,1,878,24,2.75,24.25,com.whatsapp,5
302756,92,20.6,10716.125708,6e85b338913ae764,67.666667,2,7,46.666667,8,4,14,5,4,1,884.666667,24,3,24.666667,com.whatsapp,5
352452,92,20.6,7363711.681856,6e85b338913ae764,73.25,2,7,59.75,8,5,15,5,4,1,874.5,24,3,25,com.whatsapp,5
408331,92,20.575,2173954.829409,6e85b338913ae764,64.5,2,7,56,8,6,16,5,4,1,823,24,3,29,com.whatsapp,5
463425,91.666667,20.333333,12140969.162996,6e85b338913ae764,74.666667,2,7,47,8,7,17,5,4,1,765,24,3,28,com.google.android.youtube,5
519180,91,20.066667,0,6e85b338913ae764,78.5,2,7,53.5,8,8,18,5,4,1,767.333333,24,3,30.333333,com.google.android.youtube,5
574985,91,20,0,6e85b338913ae764,67,2,7,53,8,9,19,5,4,1,746.333333,24,3,29,com.google.android.youtube,5
122038,6,28.3,1375764.382878,d554e3b29fe24a3b,100.25,2,5,51,9,1,0,3.5,4,1,261.333333,23,?,43.466667,?,5
229766,5,27.8,29105.711205,d554e3b29fe24a3b,146,2,5,63.666667,9,2,1,3.5,4,1,257,23,?,32.640667,?,5
70470,6,28.566667,13954098.360656,d554e3b29fe24a3b,121,2,5,41.666667,9,1,2,3.5,4,2,265.333333,23,?,49,?,2
70759,6,28.566667,13954098.360656,d554e3b29fe24a3b,121,2,5,41.666667,9,2,3,3.5,4,2,265.333333,23,?,49,?,3
71026,6,28.566667,118537634.408602,d554e3b29fe24a3b,121,2,5,41.666667,9,3,4,3.5,4,2,265.333333,23,?,49,?,4
71296,6,28.566667,57119170.984456,d554e3b29fe24a3b,121,2,5,41.666667,9,4,5,3.5,4,2,265.333333,23,?,49,?,5
72437,6,28.6,5385442.110405,d554e3b29fe24a3b,121,2,5,41.666667,9,5,6,3.5,4,2,268.25,23,?,48.55,?,5
113806,6,28.7,5009345.794393,d554e3b29fe24a3b,141.25,2,5,44.25,9,6,7,3.5,4,2,270.25,23,?,47.15,com.android.settings,5
289925,6.666667,29.466667,692771.626609,d554e3b29fe24a3b,99,2,5,87,9,7,8,3.5,4,2,267,23,?,47.933333,com.facebook.katana,5
336245,7,29.866667,24932.376808,d554e3b29fe24a3b,359,2,5,98.75,9,8,9,3.5,4,2,253,23,?,53.8,com.facebook.katana,5
118030,19.666667,33.166667,601119.104716,c35c6393398f7068,153.5,2,6,30.5,9,1,0,5,4,1,460.666667,24,3,57,com.google.android.youtube,5
175614,17.666667,33.4,56244897.959184,c35c6393398f7068,182.666667,2,6,27,9,2,1,5,4,1,263.333333,24,3,59,com.google.android.youtube,5
4610,?,?,0,4c3dfa2cea50e9bb,?,?,8,?,?,1,0,?,3.4,1,1164,26,?,30.5,?,1
123356,?,?,6987341.772152,4c3dfa2cea50e9bb,170.4,2.4,8,393.8,9,2,1,3,3.4,1,1095.25,26,?,32.1,?,3
157127,?,?,2293577.981651,4c3dfa2cea50e9bb,74,2.333333,8,127.666667,9,3,2,3,3.4,1,1076,26,?,32.4,?,3
203695,?,?,15102.011181,4c3dfa2cea50e9bb,109.666667,2.666667,8,41.333333,9,4,3,3,3.4,1,1043.333333,26,?,32.866667,?,4
249748,?,?,280074.185107,4c3dfa2cea50e9bb,?,?,8,?,?,5,4,3,3.4,1,1043,26,?,33.3,?,4
338039,?,?,13021.974582,4c3dfa2cea50e9bb,95.5,2,8,68.5,9,6,5,3,3.4,1,1051.5,26,?,33.85,?,3
383169,?,?,155274.166514,4c3dfa2cea50e9bb,129.666667,2,8,240,9,7,6,3,3.4,1,1103,26,?,34.233333,?,3
428958,?,?,3374349.556168,4c3dfa2cea50e9bb,103,2,8,42.666667,9,8,7,3,3.4,1,1060.333333,26,?,34.5,?,2
484272,?,?,12248.960114,4c3dfa2cea50e9bb,110.666667,2.333333,8,41.666667,9,9,8,3,3.4,1,1014,26,?,35,?,4
519234,?,?,12780.654649,4c3dfa2cea50e9bb,98,2.333333,8,45,9,10,9,3,3.4,1,1045,26,?,35.1,?,3
575855,?,?,13325.242294,4c3dfa2cea50e9bb,88.666667,2.333333,8,41.666667,9,11,10,3,3.4,1,1077.5,26,?,35.1,?,4
613302,?,?,2069651.741294,4c3dfa2cea50e9bb,686,2.333333,8,39,9,12,11,3,3.4,1,1044,26,?,35.35,?,2
625243,?,?,2566515.837104,4c3dfa2cea50e9bb,1869,2,8,26,9,13,12,3,3.4,1,1044,26,?,35.35,?,4
47080,?,?,592833.876221,4c3dfa2cea50e9bb,17,1,8,11,10,1,13,?,3.355556,4,1312.666667,26,?,27.233333,?,1
95685,?,?,132819277.108434,4c3dfa2cea50e9bb,60.333333,1,8,11.333333,10,2,14,?,3.4,4,1265.666667,26,?,27.633333,?,1
136877,?,?,8906.368678,4c3dfa2cea50e9bb,17.333333,1,8,11,10,3,15,?,?,4,1266,26,?,28.033333,?,2
198863,?,?,7323943.661972,4c3dfa2cea50e9bb,18.5,1,8,12,10,4,16,?,?,4,1257,26,?,28.966667,?,2
199525,?,?,7323943.661972,4c3dfa2cea50e9bb,18.5,1,8,12,10,5,17,?,?,4,1257,26,?,28.966667,?,2
200207,?,?,7323943.661972,4c3dfa2cea50e9bb,18.5,1,8,12,10,6,18,?,?,4,1249.75,26,?,28.975,?,2
200656,?,?,1102.320615,4c3dfa2cea50e9bb,18.5,1,8,12,10,7,19,?,?,4,1249.75,26,?,28.975,?,2
201029,?,?,32306.007221,4c3dfa2cea50e9bb,18.5,1,8,12,10,8,20,?,?,4,1249.75,26,?,28.975,?,2
201408,?,?,7323943.661972,4c3dfa2cea50e9bb,18.5,1,8,12,10,9,21,?,?,4,1249.75,26,?,28.975,?,2
202010,?,?,7323943.661972,4c3dfa2cea50e9bb,18.5,1,8,12,10,10,22,?,?,4,1249.75,26,?,28.975,?,2
202274,?,?,32306.007221,4c3dfa2cea50e9bb,18.5,1,8,12,10,11,23,?,?,4,1249.75,26,?,28.975,?,2
202479,?,?,32306.007221,4c3dfa2cea50e9bb,18.5,1,8,12,10,12,24,?,?,4,1249.75,26,?,28.975,?,2
202802,?,?,7323943.661972,4c3dfa2cea50e9bb,18.5,1,8,12,10,13,25,?,?,4,1249.75,26,?,28.975,?,2
214132,?,?,2583548.1603,4c3dfa2cea50e9bb,16.333333,1,8,12.333333,10,14,26,?,?,4,1253,26,?,29.066667,?,3
214852,?,?,41352.664253,4c3dfa2cea50e9bb,16.333333,1,8,12.333333,10,15,27,?,?,4,1253,26,?,29.066667,?,3
215384,?,?,7323943.661972,4c3dfa2cea50e9bb,16.333333,1,8,12.333333,10,16,28,?,?,4,1253,26,?,29.066667,?,3
215787,?,?,2583548.1603,4c3dfa2cea50e9bb,16.333333,1,8,12.333333,10,17,29,?,?,4,1253,26,?,29.066667,?,4
216118,?,?,31508.215744,4c3dfa2cea50e9bb,16.333333,1,8,12.333333,10,18,30,?,?,4,1253,26,?,29.066667,?,5
216768,?,?,2583548.1603,4c3dfa2cea50e9bb,16.333333,1,8,12.333333,10,19,31,?,?,4,1253,26,?,29.066667,?,1
62986,21,20.7,1216374.269006,332d672c51091609,115,1,6,19,10,1,0,3,3.5,1,412.666667,24,4,33,?,5
118619,21,21.033333,1216374.269006,332d672c51091609,151,1,6,143.333333,10,2,1,3,3.5,1,435.666667,24,4,43.333333,?,4
176426,21,21.333333,796633.941094,332d672c51091609,47.666667,1,6,110.333333,10,3,2,3,3.5,1,427.333333,24,4,38.333333,?,4
228633,21,21.7,82261.290034,332d672c51091609,131,1,6,138.666667,10,4,3,3,3.5,1,437.333333,24,4,41.666667,?,4
284785,20.333333,22,1885350.318471,332d672c51091609,93.666667,1,6,68,10,5,4,3,3.5,1,424,24,4,42.666667,?,5
338563,20,22.3,749727.96518,332d672c51091609,213.25,1,6,144.5,10,6,5,3,3.5,1,425.75,24,4,42.25,?,4
393409,20,22.884,0,332d672c51091609,46.516129,1,6,57.096774,10,7,6,3,3.5,1,429.44,24,4,42.44,?,4
448928,20,23.192,0,332d672c51091609,112,1,6,353.5,10,8,7,3,3.5,1,433.48,24,4,45,?,5
505410,20,23.696,0,332d672c51091609,110,1,6,130.5,10,9,8,3,3.5,1,430.76,24,4,47.92,?,5
560678,19.333333,24.2,0,332d672c51091609,28.666667,1,6,15.333333,10,10,9,3,3.5,1,436.666667,24,4,43,?,4
619487,19,24.633333,0,332d672c51091609,152,1,6,105.333333,10,11,10,3,3.5,1,451.333333,24,4,44,?,4
62664,56.666667,29.133333,190239.525091,61d848e7503b5852,50.666667,2,6,22,9,1,0,?,4,2,744,24,2,40,com.android.systemui,3
146617,56,29.466667,29608.036467,61d848e7503b5852,63.25,2,6,28,9,2,1,?,4,2,666,24,2,37.666667,com.sec.android.app.launcher,2
262642,56,29.966667,971962.616822,61d848e7503b5852,71.333333,2,6,32.333333,9,3,2,?,4,2,649,24,2,36,com.sec.android.app.launcher,5
